1981,20.7
1981,17.9
1981,18.8
1981,14.6
1981,15.8
1981,15.8
1981,15.8
1981,17.4
1981,21.8
1981,20.0
1981,16.2
1981,13.3
1981,16.7
1981,21.5
1981,25.0
1981,20.7
1981,20.6
1981,24.8
1981,17.7
1981,15.5
1981,18.2
1981,12.1
1981,14.4
1981,16.0
1981,16.5
1981,18.7
1981,19.4
1981,17.2
1981,15.5
1981,15.1
1981,15.4
1981,15.3
1981,18.8
1981,21.9
1981,19.9
1981,16.6
1981,16.8
1981,14.6
1981,17.1
1981,25.0
1981,15.0
1981,13.7
1981,13.9
1981,18.3
1981,22.0
1981,22.1
1981,21.2
1981,18.4
1981,16.6
1981,16.1
1981,15.7
1981,16.6
1981,16.5
1981,14.4
1981,14.4
1981,18.5
1981,16.9
1981,17.5
1981,21.2
1981,17.8
1981,18.6
1981,17.0
1981,16.0
1981,13.3
1981,14.3
1981,11.4
1981,16.3
1981,16.1
1981,11.8
1981,12.2
1981,14.7
1981,11.8
1981,11.3
1981,10.6
1981,11.7
1981,14.2
1981,11.2
1981,16.9
1981,16.7
1981,8.1
1981,8.0
1981,8.8
1981,13.4
1981,10.9
1981,13.4
1981,11.0
1981,15.0
1981,15.7
1981,14.5
1981,15.8
1981,16.7
1981,16.8
1981,17.5
1981,17.1
1981,18.1
1981,16.6
1981,10.0
1981,14.9
1981,15.9
1981,13.0
1981,7.6
1981,11.5
1981,13.5
1981,13.0
1981,13.3
1981,12.1
1981,12.4
1981,13.2
1981,13.8
1981,10.6
1981,9.0
1981,10.0
1981,9.8
1981,11.5
1981,8.9
1981,7.4
1981,9.9
1981,9.3
1981,9.9
1981,7.4
1981,8.6
1981,11.9
1981,14.0
1981,8.6
1981,10.0
1981,13.5
1981,12.0
1981,10.5
1981,10.7
1981,8.1
1981,10.1
1981,10.6
1981,5.3
1981,6.6
1981,8.5
1981,11.2
1981,9.8
1981,5.9
1981,3.2
1981,2.1
1981,3.4
1981,5.4
1981,9.6
1981,11.5
1981,12.3
1981,12.6
1981,11.0
1981,11.2
1981,11.4
1981,11.8
1981,12.8
1981,11.6
1981,10.6
1981,9.8
1981,11.2
1981,5.7
1981,7.1
1981,2.5
1981,3.5
1981,4.6
1981,11.0
1981,5.7
1981,7.7
1981,10.4
1981,11.4
1981,9.2
1981,6.1
1981,2.7
1981,4.3
1981,6.3
1981,3.8
1981,4.4
1981,7.1
1981,4.8
1981,5.8
1981,6.2
1981,7.3
1981,9.2
1981,10.2
1981,9.5
1981,9.5
1981,10.7
1981,10.0
1981,6.5
1981,7.0
1981,7.4
1981,8.1
1981,6.6
1981,8.3
1981,8.9
1981,4.6
1981,6.8
1981,5.7
1981,6.1
1981,7.0
1981,7.2
1981,6.3
1981,8.8
1981,5.0
1981,7.4
1981,10.1
1981,12.0
1981,9.0
1981,8.9
1981,9.8
1981,9.0
1981,9.2
1981,7.7
1981,8.0
1981,6.1
1981,3.5
1981,3.2
1981,5.7
1981,7.7
1981,9.0
1981,10.0
1981,6.2
1981,6.9
1981,6.5
1981,6.8
1981,7.0
1981,5.2
1981,3.0
1981,5.6
1981,7.9
1981,9.0
1981,8.6
1981,10.3
1981,10.5
1981,7.6
1981,9.7
1981,12.5
1981,7.4
1981,7.9
1981,3.9
1981,6.6
1981,4.6
1981,7.0
1981,6.0
1981,5.5
1981,8.1
1981,5.5
1981,6.2
1981,8.0
1981,10.3
1981,9.8
1981,9.6
1981,8.5
1981,7.5
1981,11.2
1981,14.6
1981,11.7
1981,7.8
1981,12.3
1981,10.1
1981,11.5
1981,7.3
1981,10.9
1981,14.1
1981,10.7
1981,16.9
1981,10.5
1981,6.5
1981,11.0
1981,6.3
1981,10.5
1981,7.2
1981,7.6
1981,10.7
1981,7.8
1981,9.6
1981,11.4
1981,12.4
1981,8.9
1981,13.2
1981,8.6
1981,6.2
1981,11.4
1981,13.2
1981,14.3
1981,7.3
1981,12.9
1981,7.8
1981,6.2
1981,5.6
1981,10.0
1981,13.3
1981,8.3
1981,10.2
1981,8.6
1981,7.3
1981,10.4
1981,11.2
1981,13.2
1981,11.4
1981,9.1
1981,6.6
1981,8.4
1981,9.7
1981,13.2
1981,12.5
1981,11.0
1981,11.0
1981,11.7
1981,9.2
1981,11.5
1981,13.6
1981,13.7
1981,10.4
1981,11.5
1981,7.6
1981,9.6
