0.0	0.1
0.1	0.11
0.2	0.12
0.3	0.13
0.4	0.139
0.5	0.148
0.6	0.156
0.7	0.164
0.8	0.172
0.9	0.178
1.0	0.184
1.1	0.189
1.2	0.193
1.3	0.196
1.4	0.199
1.5	0.2
1.6	0.2
1.7	0.199
1.8	0.197
1.9	0.195
2.0	0.191
2.1	0.186
2.2	0.181
2.3	0.175
2.4	0.168
2.5	0.16
2.6	0.152
2.7	0.143
2.8	0.133
2.9	0.124
3.0	0.114
3.1	0.104
3.2	0.094
3.3	0.084
3.4	0.074
3.5	0.065
3.6	0.056
3.7	0.047
3.8	0.039
3.9	0.031
4.0	0.024
4.1	0.018
4.2	0.013
4.3	0.008
4.4	0.005
4.5	0.002
4.6	0.001
4.7	0.0
4.8	0.0
4.9	0.002
5.0	0.004
5.1	0.007
5.2	0.012
5.3	0.017
5.4	0.023
5.5	0.029
5.6	0.037
5.7	0.045
5.8	0.054
5.9	0.063
6.0	0.072
6.1	0.082
6.2	0.092
6.3	0.102
6.4	0.112
6.5	0.122
6.6	0.131
6.7	0.14
6.8	0.149
6.9	0.158
7.0	0.166
7.1	0.173
7.2	0.179
7.3	0.185
7.4	0.19
7.5	0.194
7.6	0.197
7.7	0.199
7.8	0.2
7.9	0.2
8.0	0.199
8.1	0.197
8.2	0.194
8.3	0.19
8.4	0.185
8.5	0.18
8.6	0.173
8.7	0.166
8.8	0.158
8.9	0.15
9.0	0.141
9.1	0.132
9.2	0.122
9.3	0.112
9.4	0.102
9.5	0.092
9.6	0.083
9.7	0.073
9.8	0.063
9.9	0.054
10.0	0.046
10.1	0.037
10.2	0.03
10.3	0.023
10.4	0.017
10.5	0.012
10.6	0.008
10.7	0.004
10.8	0.002
10.9	0.0
11.0	0.0
11.1	0.001
11.2	0.002
11.3	0.005
11.4	0.008
11.5	0.012
11.6	0.018
11.7	0.024
11.8	0.031
11.9	0.038
12.0	0.046
12.1	0.055
12.2	0.064
12.3	0.074
12.4	0.083
12.5	0.093
12.6	0.103
12.7	0.113
12.8	0.123
12.9	0.133
13.0	0.142
13.1	0.151
13.2	0.159
13.3	0.167
13.4	0.174
13.5	0.18
13.6	0.186
13.7	0.191
13.8	0.194
13.9	0.197
14.0	0.199
14.1	0.2
14.2	0.2
14.3	0.199
14.4	0.197
14.5	0.193
14.6	0.189
14.7	0.185
14.8	0.179
14.9	0.172
15.0	0.165
15.1	0.157
15.2	0.149
15.3	0.14
15.4	0.13
15.5	0.121
15.6	0.111
15.7	0.101
15.8	0.091
15.9	0.081
16.0	0.071
16.1	0.062
16.2	0.053
16.3	0.044
16.4	0.036
16.5	0.029
16.6	0.022
16.7	0.016
16.8	0.011
16.9	0.007
17.0	0.004
17.1	0.002
17.2	0.0
17.3	0.0
17.4	0.001
17.5	0.002
17.6	0.005
17.7	0.009
17.8	0.013
17.9	0.019
18.0	0.025
18.1	0.032
18.2	0.04
18.3	0.048
18.4	0.057
18.5	0.066
18.6	0.075
18.7	0.085
18.8	0.095
18.9	0.105
19.0	0.115
19.1	0.125
19.2	0.134
19.3	0.144
19.4	0.152
19.5	0.161
19.6	0.168
19.7	0.175
19.8	0.181
19.9	0.187
20.0	0.191
20.1	0.195
20.2	0.198
20.3	0.199
20.4	0.2
20.5	0.2
20.6	0.198
20.7	0.196
20.8	0.193
20.9	0.189
21.0	0.184
21.1	0.178
21.2	0.171
21.3	0.164
21.4	0.156
21.5	0.147
21.6	0.138
21.7	0.129
21.8	0.119
21.9	0.109
22.0	0.099
22.1	0.089
22.2	0.079
22.3	0.07
22.4	0.06
22.5	0.051
22.6	0.043
22.7	0.035
22.8	0.028
22.9	0.021
23.0	0.015
23.1	0.01
23.2	0.006
23.3	0.003
23.4	0.001
23.5	0.0
23.6	0.0
23.7	0.001
23.8	0.003
23.9	0.006
24.0	0.009
24.1	0.014
24.2	0.02
24.3	0.026
24.4	0.033
24.5	0.041
24.6	0.049
24.7	0.058
24.8	0.067
24.9	0.077
25.0	0.087
25.1	0.097
25.2	0.107
25.3	0.117
25.4	0.126
25.5	0.136
25.6	0.145
25.7	0.154
25.8	0.162
25.9	0.169
26.0	0.176
26.1	0.182
26.2	0.188
26.3	0.192
26.4	0.195
26.5	0.198
26.6	0.199
26.7	0.2
26.8	0.2
26.9	0.198
27.0	0.196
27.1	0.192
27.2	0.188
27.3	0.183
27.4	0.177
27.5	0.17
27.6	0.162
27.7	0.154
27.8	0.146
27.9	0.137
28.0	0.127
28.1	0.117
28.2	0.107
28.3	0.097
28.4	0.087
28.5	0.078
28.6	0.068
28.7	0.059
28.8	0.05
28.9	0.041
29.0	0.034
29.1	0.027
29.2	0.02
29.3	0.014
29.4	0.01
29.5	0.006
29.6	0.003
29.7	0.001
29.8	0.0
29.9	0.0
30.0	0.001
30.1	0.003
30.2	0.006
30.3	0.01
30.4	0.015
30.5	0.021
30.6	0.027
30.7	0.034
30.8	0.042
30.9	0.051
31.0	0.06
31.1	0.069
31.2	0.079
31.3	0.088
31.4	0.098
31.5	0.108
31.6	0.118
31.7	0.128
31.8	0.137
31.9	0.147
32.0	0.155
32.1	0.163
32.2	0.171
32.3	0.177
32.4	0.183
32.5	0.188
32.6	0.193
32.7	0.196
32.8	0.198
32.9	0.2
33.0	0.2
33.1	0.199
33.2	0.198
33.3	0.195
33.4	0.192
33.5	0.187
33.6	0.182
33.7	0.176
33.8	0.169
33.9	0.161
34.0	0.153
34.1	0.144
34.2	0.135
34.3	0.125
34.4	0.116
34.5	0.106
34.6	0.096
34.7	0.086
34.8	0.076
34.9	0.066
35.0	0.057
35.1	0.048
35.2	0.04
35.3	0.032
35.4	0.025
35.5	0.019
35.6	0.014
35.7	0.009
35.8	0.005
35.9	0.003
36.0	0.001
36.1	0.0
36.2	0.0
36.3	0.001
36.4	0.004
36.5	0.007
36.6	0.011
36.7	0.016
36.8	0.022
36.9	0.028
37.0	0.036
37.1	0.044
37.2	0.052
37.3	0.061
37.4	0.071
37.5	0.08
37.6	0.09
37.7	0.1
37.8	0.11
37.9	0.12
38.0	0.13
38.1	0.139
38.2	0.148
38.3	0.157
38.4	0.164
38.5	0.172
38.6	0.178
38.7	0.184
38.8	0.189
38.9	0.193
39.0	0.196
39.1	0.199
39.2	0.2
39.3	0.2
39.4	0.199
39.5	0.197
39.6	0.195
39.7	0.191
39.8	0.186
39.9	0.181
40.0	0.175
40.1	0.167
40.2	0.16
40.3	0.151
40.4	0.143
40.5	0.133
40.6	0.124
40.7	0.114
40.8	0.104
40.9	0.094
41.0	0.084
41.1	0.074
41.2	0.065
41.3	0.056
41.4	0.047
41.5	0.039
41.6	0.031
41.7	0.024
41.8	0.018
41.9	0.013
42.0	0.008
42.1	0.005
42.2	0.002
42.3	0.001
42.4	0.0
42.5	0.0
42.6	0.002
42.7	0.004
42.8	0.007
42.9	0.012
43.0	0.017
43.1	0.023
43.2	0.03
43.3	0.037
43.4	0.045
43.5	0.054
43.6	0.063
43.7	0.072
43.8	0.082
43.9	0.092
44.0	0.102
44.1	0.112
44.2	0.122
44.3	0.131
44.4	0.141
44.5	0.149
44.6	0.158
44.7	0.166
44.8	0.173
44.9	0.179
45.0	0.185
45.1	0.19
45.2	0.194
45.3	0.197
45.4	0.199
45.5	0.2
45.6	0.2
45.7	0.199
45.8	0.197
45.9	0.194
46.0	0.19
46.1	0.185
46.2	0.18
46.3	0.173
46.4	0.166
46.5	0.158
46.6	0.15
46.7	0.141
46.8	0.132
46.9	0.122
47.0	0.112
47.1	0.102
47.2	0.092
47.3	0.082
47.4	0.073
47.5	0.063
47.6	0.054
47.7	0.046
47.8	0.037
47.9	0.03
48.0	0.023
48.1	0.017
48.2	0.012
48.3	0.008
48.4	0.004
48.5	0.002
48.6	0.0
48.7	0.0
48.8	0.001
48.9	0.002
49.0	0.005
49.1	0.008
49.2	0.012
49.3	0.018
49.4	0.024
49.5	0.031
49.6	0.038
49.7	0.046
49.8	0.055
49.9	0.064
50.0	0.074
50.1	0.084
50.2	0.093
50.3	0.103
50.4	0.113
50.5	0.123
50.6	0.133
50.7	0.142
50.8	0.151
50.9	0.159
51.0	0.167
51.1	0.174
51.2	0.18
51.3	0.186
51.4	0.191
51.5	0.194
51.6	0.197
51.7	0.199
51.8	0.2
51.9	0.2
52.0	0.199
52.1	0.197
52.2	0.193
52.3	0.189
52.4	0.185
52.5	0.179
52.6	0.172
52.7	0.165
52.8	0.157
52.9	0.149
53.0	0.14
53.1	0.13
53.2	0.121
53.3	0.111
53.4	0.101
53.5	0.091
53.6	0.081
53.7	0.071
53.8	0.062
53.9	0.053
54.0	0.044
54.1	0.036
54.2	0.029
54.3	0.022
54.4	0.016
54.5	0.011
54.6	0.007
54.7	0.004
54.8	0.002
54.9	0.0
55.0	0.0
55.1	0.001
55.2	0.002
55.3	0.005
55.4	0.009
55.5	0.013
55.6	0.019
55.7	0.025
55.8	0.032
55.9	0.04
56.0	0.048
56.1	0.057
56.2	0.066
56.3	0.075
56.4	0.085
56.5	0.095
56.6	0.105
56.7	0.115
56.8	0.125
56.9	0.134
57.0	0.144
57.1	0.152
57.2	0.161
57.3	0.168
57.4	0.175
57.5	0.181
57.6	0.187
57.7	0.191
57.8	0.195
57.9	0.198
58.0	0.199
58.1	0.2
58.2	0.2
58.3	0.198
58.4	0.196
58.5	0.193
58.6	0.189
58.7	0.184
58.8	0.178
58.9	0.171
59.0	0.164
59.1	0.156
59.2	0.147
59.3	0.138
59.4	0.129
59.5	0.119
59.6	0.109
59.7	0.099
59.8	0.089
59.9	0.079
60.0	0.07
60.1	0.06
60.2	0.051
60.3	0.043
60.4	0.035
60.5	0.028
60.6	0.021
60.7	0.015
60.8	0.01
60.9	0.006
61.0	0.003
61.1	0.001
61.2	0.0
61.3	0.0
61.4	0.001
61.5	0.003
61.6	0.006
61.7	0.009
61.8	0.014
61.9	0.02
62.0	0.026
62.1	0.033
62.2	0.041
62.3	0.049
62.4	0.058
62.5	0.067
62.6	0.077
62.7	0.087
62.8	0.097
62.9	0.107
63.0	0.117
63.1	0.126
63.2	0.136
63.3	0.145
63.4	0.154
63.5	0.162
63.6	0.169
63.7	0.176
63.8	0.182
63.9	0.188
64.0	0.192
64.1	0.195
64.2	0.198
64.3	0.199
64.4	0.2
64.5	0.2
64.6	0.198
64.7	0.196
64.8	0.192
64.9	0.188
65.0	0.183
65.1	0.177
65.2	0.17
65.3	0.162
65.4	0.154
65.5	0.146
65.6	0.136
65.7	0.127
65.8	0.117
65.9	0.107
66.0	0.097
66.1	0.087
66.2	0.078
66.3	0.068
66.4	0.059
66.5	0.05
66.6	0.041
66.7	0.034
66.8	0.026
66.9	0.02
67.0	0.014
67.1	0.01
67.2	0.006
67.3	0.003
67.4	0.001
67.5	0.0
67.6	0.0
67.7	0.001
67.8	0.003
67.9	0.006
68.0	0.01
68.1	0.015
68.2	0.021
68.3	0.027
68.4	0.034
68.5	0.042
68.6	0.051
68.7	0.06
68.8	0.069
68.9	0.079
69.0	0.089
69.1	0.098
69.2	0.108
69.3	0.118
69.4	0.128
69.5	0.138
69.6	0.147
69.7	0.155
69.8	0.163
69.9	0.171
70.0	0.177
70.1	0.183
70.2	0.188
70.3	0.193
70.4	0.196
70.5	0.198
70.6	0.2
70.7	0.2
70.8	0.199
70.9	0.198
71.0	0.195
71.1	0.192
71.2	0.187
71.3	0.182
71.4	0.176
71.5	0.169
71.6	0.161
71.7	0.153
71.8	0.144
71.9	0.135
72.0	0.125
72.1	0.116
72.2	0.106
72.3	0.096
72.4	0.086
72.5	0.076
72.6	0.066
72.7	0.057
72.8	0.048
72.9	0.04
73.0	0.032
73.1	0.025
73.2	0.019
73.3	0.014
73.4	0.009
73.5	0.005
73.6	0.003
73.7	0.001
73.8	0.0
73.9	0.0
74.0	0.001
74.1	0.004
74.2	0.007
74.3	0.011
74.4	0.016
74.5	0.022
74.6	0.028
74.7	0.036
74.8	0.044
74.9	0.052
75.0	0.061
75.1	0.071
75.2	0.08
75.3	0.09
75.4	0.1
75.5	0.11
75.6	0.12
75.7	0.13
75.8	0.139
75.9	0.148
76.0	0.157
76.1	0.165
76.2	0.172
76.3	0.178
76.4	0.184
76.5	0.189
76.6	0.193
76.7	0.196
76.8	0.199
76.9	0.2
77.0	0.2
77.1	0.199
77.2	0.197
77.3	0.195
77.4	0.191
77.5	0.186
77.6	0.181
77.7	0.174
77.8	0.167
77.9	0.16
78.0	0.151
78.1	0.143
78.2	0.133
78.3	0.124
78.4	0.114
78.5	0.104
78.6	0.094
78.7	0.084
78.8	0.074
78.9	0.065
79.0	0.056
79.1	0.047
79.2	0.039
79.3	0.031
79.4	0.024
79.5	0.018
79.6	0.013
79.7	0.008
79.8	0.005
79.9	0.002
80.0	0.001
80.1	0.0
80.2	0.0
80.3	0.002
80.4	0.004
80.5	0.007
80.6	0.012
80.7	0.017
80.8	0.023
80.9	0.03
81.0	0.037
81.1	0.045
81.2	0.054
81.3	0.063
81.4	0.072
81.5	0.082
81.6	0.092
81.7	0.102
81.8	0.112
81.9	0.122
82.0	0.131
82.1	0.141
82.2	0.15
82.3	0.158
82.4	0.166
82.5	0.173
82.6	0.179
82.7	0.185
82.8	0.19
82.9	0.194
83.0	0.197
83.1	0.199
83.2	0.2
83.3	0.2
83.4	0.199
83.5	0.197
83.6	0.194
83.7	0.19
83.8	0.185
83.9	0.18
84.0	0.173
84.1	0.166
84.2	0.158
84.3	0.15
84.4	0.141
84.5	0.132
84.6	0.122
84.7	0.112
84.8	0.102
84.9	0.092
85.0	0.082
85.1	0.073
85.2	0.063
85.3	0.054
85.4	0.045
85.5	0.037
85.6	0.03
85.7	0.023
85.8	0.017
85.9	0.012
86.0	0.008
86.1	0.004
86.2	0.002
86.3	0.0
86.4	0.0
86.5	0.001
86.6	0.002
86.7	0.005
86.8	0.008
86.9	0.013
87.0	0.018
87.1	0.024
87.2	0.031
87.3	0.038
87.4	0.046
87.5	0.055
87.6	0.064
87.7	0.074
87.8	0.084
87.9	0.094
88.0	0.104
88.1	0.113
88.2	0.123
88.3	0.133
88.4	0.142
88.5	0.151
88.6	0.159
88.7	0.167
88.8	0.174
88.9	0.18
89.0	0.186
89.1	0.191
89.2	0.194
89.3	0.197
89.4	0.199
89.5	0.2
89.6	0.2
89.7	0.199
89.8	0.197
89.9	0.193
90.0	0.189
90.1	0.184
90.2	0.179
90.3	0.172
90.4	0.165
90.5	0.157
90.6	0.148
90.7	0.14
90.8	0.13
90.9	0.12
91.0	0.111
91.1	0.101
91.2	0.091
91.3	0.081
91.4	0.071
91.5	0.062
91.6	0.053
91.7	0.044
91.8	0.036
91.9	0.029
92.0	0.022
92.1	0.016
92.2	0.011
92.3	0.007
92.4	0.004
92.5	0.002
92.6	0.0
92.7	0.0
92.8	0.001
92.9	0.002
93.0	0.005
93.1	0.009
93.2	0.013
93.3	0.019
93.4	0.025
93.5	0.032
93.6	0.04
93.7	0.048
93.8	0.057
93.9	0.066
94.0	0.075
94.1	0.085
94.2	0.095
94.3	0.105
94.4	0.115
94.5	0.125
94.6	0.134
94.7	0.144
94.8	0.152
94.9	0.161
95.0	0.168
95.1	0.175
95.2	0.181
95.3	0.187
95.4	0.191
95.5	0.195
95.6	0.198
95.7	0.199
95.8	0.2
95.9	0.2
96.0	0.198
96.1	0.196
96.2	0.193
96.3	0.189
96.4	0.184
96.5	0.178
96.6	0.171
96.7	0.164
96.8	0.156
96.9	0.147
97.0	0.138
97.1	0.129
97.2	0.119
97.3	0.109
97.4	0.099
97.5	0.089
97.6	0.079
97.7	0.069
97.8	0.06
97.9	0.051
98.0	0.043
98.1	0.035
98.2	0.028
98.3	0.021
98.4	0.015
98.5	0.01
98.6	0.006
98.7	0.003
98.8	0.001
98.9	0.0
99.0	0.0
99.1	0.001
99.2	0.003
99.3	0.006
99.4	0.01
99.5	0.014
99.6	0.02
99.7	0.026
99.8	0.033
99.9	0.041
100.0	0.049
100.1	0.058
100.2	0.068
100.3	0.077
100.4	0.087
100.5	0.097
100.6	0.107
100.7	0.117
100.8	0.127
100.9	0.136
101.0	0.145
101.1	0.154
101.2	0.162
101.3	0.17
101.4	0.176
101.5	0.182
101.6	0.188
101.7	0.192
101.8	0.195
101.9	0.198
102.0	0.199
102.1	0.2
102.2	0.2
102.3	0.198
102.4	0.196
102.5	0.192
102.6	0.188
102.7	0.183
102.8	0.177
102.9	0.17
103.0	0.162
103.1	0.154
103.2	0.146
103.3	0.136
103.4	0.127
103.5	0.117
103.6	0.107
103.7	0.097
103.8	0.087
103.9	0.077
104.0	0.068
104.1	0.059
104.2	0.05
104.3	0.041
104.4	0.034
104.5	0.026
104.6	0.02
104.7	0.014
104.8	0.01
104.9	0.006
105.0	0.003
105.1	0.001
105.2	0.0
105.3	0.0
105.4	0.001
105.5	0.003
105.6	0.006
105.7	0.01
105.8	0.015
105.9	0.021
106.0	0.027
106.1	0.035
106.2	0.042
106.3	0.051
106.4	0.06
106.5	0.069
106.6	0.079
106.7	0.089
106.8	0.099
106.9	0.109
107.0	0.118
107.1	0.128
107.2	0.138
107.3	0.147
107.4	0.155
107.5	0.163
107.6	0.171
107.7	0.177
107.8	0.183
107.9	0.188
108.0	0.193
108.1	0.196
108.2	0.198
108.3	0.2
108.4	0.2
108.5	0.199
108.6	0.198
108.7	0.195
108.8	0.192
108.9	0.187
109.0	0.182
109.1	0.176
109.2	0.169
109.3	0.161
109.4	0.153
109.5	0.144
109.6	0.135
109.7	0.125
109.8	0.116
109.9	0.106
110.0	0.096
110.1	0.086
110.2	0.076
110.3	0.066
110.4	0.057
110.5	0.048
110.6	0.04
110.7	0.032
110.8	0.025
110.9	0.019
111.0	0.014
111.1	0.009
111.2	0.005
111.3	0.003
111.4	0.001
111.5	0.0
111.6	0.0
111.7	0.002
111.8	0.004
111.9	0.007
112.0	0.011
112.1	0.016
112.2	0.022
112.3	0.028
112.4	0.036
112.5	0.044
112.6	0.052
112.7	0.061
112.8	0.071
112.9	0.08
113.0	0.09
113.1	0.1
113.2	0.11
113.3	0.12
113.4	0.13
113.5	0.139
113.6	0.148
113.7	0.157
113.8	0.165
113.9	0.172
114.0	0.178
114.1	0.184
114.2	0.189
114.3	0.193
114.4	0.196
114.5	0.199
114.6	0.2
114.7	0.2
114.8	0.199
114.9	0.197
115.0	0.195
115.1	0.191
115.2	0.186
115.3	0.181
115.4	0.174
115.5	0.167
115.6	0.16
115.7	0.151
115.8	0.142
115.9	0.133
116.0	0.124
116.1	0.114
116.2	0.104
116.3	0.094
116.4	0.084
116.5	0.074
116.6	0.065
116.7	0.056
116.8	0.047
116.9	0.039
117.0	0.031
117.1	0.024
117.2	0.018
117.3	0.013
117.4	0.008
117.5	0.005
117.6	0.002
117.7	0.001
117.8	0.0
117.9	0.0
118.0	0.002
118.1	0.004
118.2	0.008
118.3	0.012
118.4	0.017
118.5	0.023
118.6	0.03
118.7	0.037
118.8	0.045
118.9	0.054
119.0	0.063
119.1	0.072
119.2	0.082
119.3	0.092
119.4	0.102
119.5	0.112
119.6	0.122
119.7	0.131
119.8	0.141
119.9	0.15
120.0	0.158
120.1	0.166
120.2	0.173
120.3	0.18
120.4	0.185
120.5	0.19
120.6	0.194
120.7	0.197
120.8	0.199
120.9	0.2
121.0	0.2
121.1	0.199
121.2	0.197
121.3	0.194
121.4	0.19
121.5	0.185
121.6	0.18
121.7	0.173
121.8	0.166
121.9	0.158
122.0	0.15
122.1	0.141
122.2	0.132
122.3	0.122
122.4	0.112
122.5	0.102
122.6	0.092
122.7	0.082
122.8	0.073
122.9	0.063
123.0	0.054
123.1	0.045
123.2	0.037
123.3	0.03
123.4	0.023
123.5	0.017
123.6	0.012
123.7	0.008
123.8	0.004
123.9	0.002
124.0	0.0
124.1	0.0
124.2	0.001
124.3	0.002
124.4	0.005
124.5	0.008
124.6	0.013
124.7	0.018
124.8	0.024
124.9	0.031
125.0	0.038
125.1	0.047
125.2	0.055
125.3	0.064
125.4	0.074
125.5	0.084
125.6	0.094
125.7	0.104
125.8	0.114
125.9	0.123
126.0	0.133
126.1	0.142
126.2	0.151
126.3	0.159
126.4	0.167
126.5	0.174
126.6	0.181
126.7	0.186
126.8	0.191
126.9	0.194
127.0	0.197
127.1	0.199
127.2	0.2
127.3	0.2
127.4	0.199
